Date,Material_ID,Material_Name,Raw_Material_Stock,Finished_Goods_Stock,Inventory_Turnover_Ratio,Lead_Time_Days,Supplier_Name,Supplier_Rating,Purchase_Quantity,Consumption_Quantity,Order_ID,Promised_Delivery_Date,Actual_Delivery_Date,Reorder_Level,Delivery_Type
2024-07-07,MAT006,Glass,1442,1191,11.54,14,"Conner, Moreno and Ochoa",1,4862,3895,ORD30729,2024-07-20,2024-07-22,853,Outbound
2024-02-18,MAT003,Aluminum,7963,4827,11.75,16,Cooper-Williams,5,3608,2836,ORD13056,2024-02-29,2024-03-02,893,Outbound
2024-04-07,MAT0010,Fabric,5264,2591,6.08,11,Garza Inc,4,4543,3207,ORD84687,2024-04-12,2024-04-10,1444,Inbound
2023-04-23,MAT003,Aluminum,4073,4846,7.5,18,Avery-Stone,2,2507,2303,ORD29877,2023-05-03,2023-05-02,1749,Outbound
2025-03-23,MAT002,Plastic,5762,2164,4.17,11,Pierce-Boyer,2,2489,1922,ORD77602,2025-03-30,2025-03-29,1664,Outbound
2024-04-28,MAT004,Copper,8325,4609,11.61,14,"Patterson, Grant and Stephenson",3,1779,1563,ORD83728,2024-05-10,2024-05-08,566,Outbound
2025-01-26,MAT008,Carbon Fiber,4602,3522,9.41,7,Sparks-Gonzalez,3,3363,3061,ORD67515,2025-02-02,2025-02-04,1481,Inbound
2024-04-14,MAT0010,Fabric,1306,2301,8.26,6,Perez and Sons,2,2628,1911,ORD81379,2024-04-27,2024-04-27,1246,Inbound
2024-11-24,MAT0010,Fabric,1055,1500,5.78,6,"Morris, Gibbs and Rice",3,1565,1441,ORD92739,2024-12-05,2024-12-03,906,Outbound
2024-03-03,MAT001,Steel,2910,1928,6.9,7,Howell-Gonzalez,2,2384,1719,ORD31584,2024-03-15,2024-03-13,961,Outbound
2024-02-18,MAT006,Glass,6188,3420,7.9,13,Herrera PLC,3,2395,1799,ORD49658,2024-03-01,2024-02-29,1751,Outbound
2024-09-01,MAT0010,Fabric,7243,4632,8.93,14,Walters Group,3,1994,1648,ORD54763,2024-09-14,2024-09-13,1661,Outbound
2024-01-21,MAT003,Aluminum,2854,1417,5.78,8,Ramirez LLC,5,1333,1147,ORD05813,2024-01-29,2024-01-29,1115,Inbound
2024-04-21,MAT002,Plastic,7233,2738,5.03,18,Keith-Ponce,1,2384,1728,ORD56096,2024-04-27,2024-04-25,1487,Outbound
2022-07-31,MAT002,Plastic,7383,2022,8.42,17,Ward LLC,1,4575,3847,ORD27603,2022-08-09,2022-08-09,1723,Outbound
2024-05-12,MAT009,Resin,8244,4215,4.39,18,Cochran-Wood,5,3316,2472,ORD71859,2024-05-24,2024-05-24,1315,Inbound
2023-06-25,MAT007,Wood,8487,1334,10.17,17,Ball-Gray,1,2533,1944,ORD34669,2023-07-03,2023-07-04,1109,Inbound
2025-04-27,MAT003,Aluminum,2270,3313,4.22,18,Woods Group,5,3283,2410,ORD11323,2025-05-10,2025-05-10,818,Outbound
2024-09-22,MAT007,Wood,7177,1000,7.97,6,Escobar-Wright,5,4961,4516,ORD75598,2024-10-05,2024-10-03,996,Inbound
2024-09-22,MAT006,Glass,3872,1017,10.1,16,Poole-Warren,1,3357,2710,ORD18826,2024-10-03,2024-10-02,1739,Inbound
2023-05-21,MAT008,Carbon Fiber,5882,4705,6.62,10,Allen-Harris,2,1463,1224,ORD70881,2023-05-28,2023-05-26,704,Outbound
2024-04-14,MAT007,Wood,9594,1766,8.73,11,Bell Ltd,4,1915,1788,ORD53242,2024-04-24,2024-04-22,1837,Outbound
2022-07-31,MAT006,Glass,4860,3135,6.9,5,Nunez-Adams,5,3373,2604,ORD13380,2022-08-05,2022-08-06,1850,Inbound
2022-06-26,MAT001,Steel,3910,829,10.97,14,"Smith, Pierce and Ward",4,3858,3075,ORD57319,2022-07-06,2022-07-08,1696,Outbound
2023-09-17,MAT0010,Fabric,2093,3773,7.16,6,"Price, Gutierrez and Fry",4,3812,2709,ORD36492,2023-09-29,2023-09-30,669,Outbound
2024-11-10,MAT004,Copper,7326,4660,7.1,12,"Anderson, Ferguson and Baker",1,2149,1747,ORD44023,2024-11-23,2024-11-23,889,Outbound
2023-06-25,MAT009,Resin,1853,1713,8.41,10,"Drake, Davis and Nelson",3,4007,3782,ORD02898,2023-07-04,2023-07-06,554,Inbound
2024-12-22,MAT0010,Fabric,9401,503,10.9,14,Ellison-Rogers,5,4902,4523,ORD31044,2025-01-02,2025-01-02,1193,Inbound
2024-07-21,MAT001,Steel,1669,2207,4.35,18,"Navarro, Lowe and Webb",3,3406,2837,ORD49440,2024-07-29,2024-07-28,1406,Outbound
2023-02-26,MAT0010,Fabric,3166,1156,4.97,12,"Ochoa, Dunn and Holmes",3,3316,2455,ORD79765,2023-03-12,2023-03-12,1246,Inbound
2024-01-28,MAT002,Plastic,4265,4926,11.29,16,Robertson-Mclaughlin,5,1950,1446,ORD82403,2024-02-11,2024-02-11,1012,Outbound
2022-07-10,MAT005,Rubber,5029,1800,7.29,18,"Simmons, Schwartz and Allen",4,2932,2314,ORD64659,2022-07-19,2022-07-17,1497,Inbound
2023-02-05,MAT008,Carbon Fiber,9714,4060,6.45,6,Thomas Group,4,3073,2319,ORD93932,2023-02-18,2023-02-17,1192,Inbound
2023-09-03,MAT001,Steel,1044,2627,10.83,7,Santiago-House,5,4946,4585,ORD66934,2023-09-14,2023-09-14,1055,Inbound
2023-12-10,MAT009,Resin,8151,813,6.83,9,Green Inc,3,1671,1492,ORD15059,2023-12-20,2023-12-20,1093,Inbound
2024-02-11,MAT001,Steel,7284,3259,5.27,16,Cardenas-Rogers,2,3602,2750,ORD75221,2024-02-16,2024-02-14,1017,Inbound
2025-02-23,MAT007,Wood,8354,1890,7.48,14,"Carroll, Phillips and Matthews",2,3959,3623,ORD84943,2025-03-08,2025-03-06,951,Outbound
2022-09-11,MAT007,Wood,3017,4853,11.2,5,"Grimes, Marshall and Lawrence",3,2265,2071,ORD48408,2022-09-22,2022-09-21,1760,Outbound
2024-10-13,MAT003,Aluminum,1166,2080,10.71,19,Vargas PLC,3,1733,1372,ORD49442,2024-10-25,2024-10-25,1964,Inbound
2024-11-10,MAT007,Wood,8573,4239,4.64,13,Taylor-Hicks,3,4237,3398,ORD04534,2024-11-15,2024-11-16,927,Outbound
2022-05-15,MAT002,Plastic,4001,4202,6.6,5,Garrett Inc,2,3814,3040,ORD45293,2022-05-24,2022-05-23,875,Inbound
2024-02-25,MAT009,Resin,8997,4513,6.38,12,Le-Adams,1,3396,2749,ORD41213,2024-03-05,2024-03-06,1276,Outbound
2023-02-12,MAT007,Wood,9887,2480,5.36,17,"Walker, Clark and Blackwell",2,4381,3259,ORD18268,2023-02-26,2023-02-27,1490,Inbound
2024-12-08,MAT0010,Fabric,7743,1806,5.02,10,Graves Ltd,5,2713,2052,ORD46846,2024-12-15,2024-12-16,1190,Inbound
2024-01-14,MAT008,Carbon Fiber,1908,3125,4.52,5,"Bell, King and Lee",2,4915,4589,ORD30967,2024-01-22,2024-01-23,1789,Outbound
2024-06-09,MAT003,Aluminum,1493,2586,8.37,15,Hunter Ltd,4,2475,1943,ORD26992,2024-06-21,2024-06-20,1522,Outbound
2023-10-29,MAT005,Rubber,9915,3855,9.96,11,Davis Inc,4,4833,3813,ORD54980,2023-11-07,2023-11-09,1215,Inbound
2024-04-21,MAT007,Wood,8223,4752,10.02,18,"Garza, Pierce and Cannon",3,4082,2900,ORD94783,2024-04-29,2024-05-01,1495,Inbound
2025-01-05,MAT005,Rubber,7990,3314,4.6,7,Ford-Young,2,2797,2530,ORD01845,2025-01-10,2025-01-09,1715,Inbound
2024-09-29,MAT004,Copper,1780,1509,5.61,13,"Adams, Robbins and Swanson",5,3569,2725,ORD11128,2024-10-10,2024-10-12,1007,Outbound
2025-03-16,MAT005,Rubber,7591,3827,11.31,18,Rodriguez Inc,5,2103,1793,ORD58990,2025-03-29,2025-03-28,792,Outbound
2022-06-12,MAT001,Steel,6344,3193,9.46,19,"Bailey, Proctor and Payne",3,3185,2327,ORD70489,2022-06-24,2022-06-26,1964,Inbound
2022-07-03,MAT005,Rubber,1600,4678,9.67,9,"Stokes, Martinez and Young",5,1034,816,ORD71190,2022-07-10,2022-07-09,799,Inbound
2023-01-08,MAT002,Plastic,5905,2105,11.41,17,Stevens-Coleman,2,4510,4167,ORD20969,2023-01-17,2023-01-18,1724,Inbound
2023-09-03,MAT006,Glass,3226,2609,6.56,9,"Stein, James and Gonzalez",5,2264,1909,ORD57535,2023-09-10,2023-09-10,1526,Outbound
2024-02-04,MAT006,Glass,5760,4591,11.03,13,Hinton Group,2,4711,3786,ORD20092,2024-02-10,2024-02-09,745,Inbound
2022-09-18,MAT008,Carbon Fiber,6816,1380,11.43,15,Evans Ltd,5,1622,1383,ORD66946,2022-09-28,2022-09-27,542,Outbound
2023-05-14,MAT009,Resin,2731,2435,4.15,17,Steele-Barron,1,4569,4038,ORD35022,2023-05-22,2023-05-23,1066,Inbound
2022-12-25,MAT005,Rubber,2831,1449,9.68,18,"Holt, Brooks and Bates",1,1525,1371,ORD52309,2023-01-01,2023-01-01,1721,Inbound
2024-11-24,MAT005,Rubber,4509,789,6.96,9,"Stevenson, Rios and Stein",5,3865,3658,ORD86352,2024-12-04,2024-12-03,1630,Inbound
2023-09-24,MAT001,Steel,8123,2158,8.5,12,Cruz and Sons,2,3737,3423,ORD14731,2023-09-30,2023-09-30,1840,Outbound
2023-06-25,MAT005,Rubber,1363,2089,7.67,13,"Smith, Bartlett and Johnson",3,2576,2303,ORD31065,2023-07-07,2023-07-05,594,Outbound
2023-01-29,MAT002,Plastic,6510,4213,11.03,11,Anderson-Bryan,2,2115,1484,ORD43999,2023-02-09,2023-02-08,1280,Outbound
2024-02-11,MAT002,Plastic,1936,3369,7.89,16,Bright PLC,1,1738,1311,ORD92587,2024-02-25,2024-02-24,869,Outbound
2024-08-11,MAT0010,Fabric,6796,855,10.75,6,Lopez Group,3,1137,845,ORD48564,2024-08-21,2024-08-21,1477,Inbound
2023-07-16,MAT003,Aluminum,3055,3869,4.38,6,Graham Ltd,4,1423,1140,ORD07154,2023-07-27,2023-07-28,1850,Outbound
2022-08-14,MAT004,Copper,3128,2609,4.74,7,Newman Group,4,2944,2530,ORD06939,2022-08-25,2022-08-25,1625,Inbound
2023-06-18,MAT007,Wood,1468,2828,11.66,16,Rodriguez-Sullivan,1,2130,1631,ORD42594,2023-06-25,2023-06-26,657,Inbound
2024-07-21,MAT005,Rubber,3584,707,11.14,13,Solis-Garcia,2,1503,1228,ORD03082,2024-07-26,2024-07-27,1360,Outbound
2022-12-18,MAT003,Aluminum,3992,4338,6.78,17,Grimes PLC,1,3149,2233,ORD61979,2022-12-30,2022-12-30,585,Outbound
2022-08-14,MAT007,Wood,1542,3736,6.86,13,"Holder, Barnes and King",2,3029,2132,ORD40417,2022-08-19,2022-08-18,1922,Outbound
2023-09-24,MAT008,Carbon Fiber,2590,1996,7.34,11,Wright-Frost,3,1979,1473,ORD04261,2023-10-05,2023-10-05,916,Inbound
2024-07-21,MAT0010,Fabric,7426,3796,5.81,17,"Hensley, Thomas and Sloan",3,1738,1374,ORD50101,2024-07-30,2024-07-28,1093,Inbound
2024-07-21,MAT0010,Fabric,6639,3868,5.98,8,Gray LLC,4,4730,3639,ORD52829,2024-07-26,2024-07-25,942,Inbound
2023-06-25,MAT004,Copper,3972,4231,6.86,8,Morgan-Gordon,3,1864,1593,ORD30954,2023-07-04,2023-07-05,1607,Inbound
2024-10-06,MAT008,Carbon Fiber,7966,3893,8.1,15,"Bass, Chen and Gray",4,1375,974,ORD48653,2024-10-16,2024-10-18,1823,Outbound
2024-05-19,MAT002,Plastic,4139,4458,5.88,19,Harris Ltd,2,3626,2875,ORD02824,2024-05-31,2024-06-01,1100,Inbound
2023-05-07,MAT006,Glass,2314,3591,4.18,9,Ryan-Gallegos,2,1081,911,ORD63485,2023-05-18,2023-05-18,1140,Outbound
2024-09-08,MAT0010,Fabric,9029,4497,9.59,19,"Hernandez, Brown and Clark",2,3937,3293,ORD03126,2024-09-15,2024-09-14,1922,Outbound
2022-09-04,MAT002,Plastic,1342,708,7.89,12,Smith-Pittman,3,2693,1921,ORD35444,2022-09-12,2022-09-14,715,Inbound
2024-02-25,MAT008,Carbon Fiber,4137,923,7.94,5,Hernandez-Griffin,3,3807,2922,ORD66179,2024-03-05,2024-03-05,916,Inbound
2024-12-29,MAT001,Steel,8394,3655,4.32,11,"Carson, Singleton and Baird",3,2134,1971,ORD94454,2025-01-09,2025-01-10,1909,Inbound
2022-07-17,MAT0010,Fabric,7756,868,9.35,16,Johnson-Brooks,3,4446,4079,ORD28032,2022-07-29,2022-07-27,677,Outbound
2025-03-09,MAT007,Wood,7073,1999,11.67,14,Hernandez-Williams,1,1892,1743,ORD15830,2025-03-16,2025-03-18,1679,Inbound
2023-11-26,MAT003,Aluminum,2059,1295,5.42,6,Wilson-Rice,4,4623,3691,ORD55421,2023-12-02,2023-12-03,955,Inbound
2024-04-07,MAT002,Plastic,3326,1133,11.0,6,Gordon-Jones,2,3947,2938,ORD08172,2024-04-15,2024-04-15,1645,Inbound
2022-08-21,MAT008,Carbon Fiber,6973,4561,4.58,12,"Stafford, Baird and Miller",5,4397,3586,ORD62872,2022-08-30,2022-09-01,661,Inbound
2023-01-01,MAT008,Carbon Fiber,1607,1520,7.49,9,Soto-Chapman,4,2210,1568,ORD97209,2023-01-12,2023-01-10,1532,Inbound
2022-12-04,MAT009,Resin,3643,3704,5.17,6,Sloan Group,5,2091,1650,ORD34817,2022-12-09,2022-12-09,1714,Inbound
2023-10-15,MAT005,Rubber,6411,586,11.53,16,"Brooks, Jones and Foster",1,1373,1136,ORD88710,2023-10-22,2023-10-20,821,Outbound
2023-10-08,MAT006,Glass,8772,3364,8.84,6,"Odonnell, Kim and Alvarez",3,4065,3774,ORD92831,2023-10-16,2023-10-14,1343,Outbound
2024-09-29,MAT009,Resin,5923,2258,9.34,9,Leonard-Quinn,4,4688,3590,ORD92405,2024-10-07,2024-10-07,538,Inbound
2024-03-03,MAT008,Carbon Fiber,8330,4177,7.18,18,Cox-Mcguire,3,2936,2586,ORD04314,2024-03-15,2024-03-16,704,Outbound
2022-10-09,MAT001,Steel,2494,2133,9.39,8,Cole Group,2,4159,3746,ORD37884,2022-10-18,2022-10-20,1179,Outbound
2023-07-30,MAT0010,Fabric,9863,2608,11.1,19,"Fisher, Payne and Anderson",5,3681,2921,ORD34187,2023-08-10,2023-08-12,1053,Inbound
2023-08-27,MAT005,Rubber,9654,2234,10.6,18,"Roberts, Jones and Hester",4,1672,1182,ORD51548,2023-09-09,2023-09-09,1890,Outbound
2023-03-05,MAT006,Glass,8381,2040,5.26,12,"Hayes, Brown and Perkins",1,4463,3783,ORD92627,2023-03-11,2023-03-12,510,Inbound
2023-10-22,MAT003,Aluminum,9004,3507,4.4,17,Vega-Harrell,4,3806,2919,ORD21983,2023-10-30,2023-10-31,1302,Outbound
2024-08-11,MAT0010,Fabric,9694,1355,6.84,19,Taylor-Campbell,2,4921,4134,ORD94325,2024-08-18,2024-08-18,1223,Inbound
2023-07-02,MAT006,Glass,7405,1131,9.29,17,Ramirez-Gillespie,3,2715,2039,ORD86365,2023-07-12,2023-07-10,1207,Outbound
2024-01-07,MAT009,Resin,6252,3899,9.6,7,"Cox, Henderson and Jones",5,3132,2829,ORD76008,2024-01-15,2024-01-16,855,Outbound
2024-09-22,MAT006,Glass,5612,3925,11.86,19,Clark LLC,5,2966,2097,ORD71033,2024-09-29,2024-10-01,959,Outbound
2023-08-13,MAT007,Wood,3539,4574,6.9,18,"Marquez, Lambert and Mitchell",5,2315,2183,ORD86742,2023-08-23,2023-08-24,1396,Inbound
2024-03-10,MAT001,Steel,1692,2552,11.59,5,Giles PLC,1,4531,3690,ORD08869,2024-03-18,2024-03-16,1606,Outbound
2024-07-28,MAT007,Wood,5239,4288,5.16,19,Carpenter Inc,4,3099,2628,ORD49584,2024-08-11,2024-08-13,1677,Outbound
2023-01-29,MAT0010,Fabric,2512,2565,7.51,8,Powers-Thomas,2,3667,3105,ORD42802,2023-02-05,2023-02-06,841,Outbound
2023-05-07,MAT001,Steel,8373,3973,11.35,11,Walker PLC,3,1169,878,ORD26633,2023-05-12,2023-05-10,575,Inbound
2024-08-18,MAT007,Wood,6637,1187,11.7,18,"Olsen, Osborn and Aguirre",5,2303,1822,ORD41207,2024-08-25,2024-08-26,1523,Outbound
2024-02-25,MAT004,Copper,7795,4445,7.88,15,Rodgers and Sons,1,4553,3396,ORD40217,2024-03-03,2024-03-05,1327,Inbound
2024-07-21,MAT002,Plastic,2400,4892,11.63,16,"Faulkner, Osborne and Patel",4,3059,2373,ORD82769,2024-08-01,2024-07-30,835,Outbound
2024-04-07,MAT002,Plastic,1336,1667,9.52,18,"Gonzalez, Davis and Johnson",1,1320,1196,ORD88872,2024-04-12,2024-04-12,778,Inbound
2023-11-19,MAT0010,Fabric,8861,1966,5.0,5,"Gray, Pham and Barnett",4,3202,2967,ORD57742,2023-11-26,2023-11-25,855,Inbound
2022-06-26,MAT0010,Fabric,6608,1724,6.75,7,"Ward, Mullins and Ellis",2,1312,1092,ORD65092,2022-07-10,2022-07-09,1509,Outbound
2024-03-17,MAT008,Carbon Fiber,3542,2607,5.26,8,Hardy Inc,2,1767,1458,ORD60124,2024-03-27,2024-03-28,1498,Inbound
2023-05-21,MAT003,Aluminum,7418,2180,11.34,16,"King, Beard and Martin",5,1416,1212,ORD18559,2023-06-02,2023-05-31,849,Inbound
2022-07-03,MAT008,Carbon Fiber,9628,4804,7.55,5,Kelley-Evans,3,2895,2664,ORD72912,2022-07-17,2022-07-15,1830,Inbound
2023-02-26,MAT006,Glass,9052,3437,6.24,18,Douglas-Frank,5,1844,1618,ORD87552,2023-03-08,2023-03-08,936,Inbound
2024-12-08,MAT009,Resin,6175,1192,7.16,18,Hill-Howe,3,2498,2352,ORD73969,2024-12-18,2024-12-18,978,Outbound
2022-05-01,MAT004,Copper,2502,4515,11.8,10,Morton Inc,2,2475,2344,ORD87369,2022-05-12,2022-05-12,831,Outbound
2024-07-28,MAT0010,Fabric,6405,2688,8.44,9,Coffey Ltd,2,1686,1258,ORD34589,2024-08-04,2024-08-03,1741,Outbound
2023-03-19,MAT0010,Fabric,7704,3484,8.65,18,"Lester, Terrell and Waller",4,4152,3815,ORD08613,2023-04-02,2023-04-01,1091,Outbound
2022-06-12,MAT001,Steel,5474,2787,11.29,19,Estes-Blanchard,2,2727,2381,ORD32630,2022-06-19,2022-06-17,981,Inbound
2024-11-24,MAT004,Copper,8901,1108,11.78,19,Holland PLC,4,1407,1189,ORD74837,2024-12-07,2024-12-09,1560,Outbound
2022-11-20,MAT004,Copper,6743,2083,7.03,14,Martinez-Hoffman,4,3694,3472,ORD67525,2022-11-29,2022-11-27,617,Outbound
2024-03-31,MAT003,Aluminum,5982,2126,7.04,8,Roberts-Ferguson,4,1038,841,ORD84572,2024-04-11,2024-04-11,1265,Inbound
2022-11-27,MAT003,Aluminum,7802,1613,5.31,17,Collins-Miller,1,4809,3712,ORD66547,2022-12-03,2022-12-03,1124,Inbound
2022-05-08,MAT006,Glass,2673,4426,4.18,18,"Willis, Ramos and Marquez",5,1747,1561,ORD88749,2022-05-13,2022-05-13,657,Inbound
2022-12-04,MAT009,Resin,3271,1830,9.08,8,"Young, Brown and Hernandez",2,4982,3867,ORD65380,2022-12-13,2022-12-15,1623,Inbound
2024-10-27,MAT0010,Fabric,5855,1365,10.48,8,Thomas-Weaver,5,2159,1554,ORD23801,2024-11-05,2024-11-05,1248,Inbound
2023-02-19,MAT009,Resin,9386,4863,8.5,18,"Lawrence, Hobbs and Vincent",2,4359,3463,ORD57736,2023-03-04,2023-03-04,1038,Outbound
2023-04-02,MAT0010,Fabric,2419,2633,7.86,19,Fuller Inc,1,4000,2903,ORD49512,2023-04-07,2023-04-09,1682,Outbound
2023-02-05,MAT004,Copper,6850,1351,12.0,6,"Flores, Butler and Kirby",3,2232,1785,ORD80973,2023-02-19,2023-02-20,1925,Inbound
2023-10-01,MAT001,Steel,1248,4596,5.27,18,"Garcia, Rush and Lewis",5,2659,2230,ORD85421,2023-10-09,2023-10-08,1799,Inbound
2025-02-23,MAT002,Plastic,2452,4721,4.1,16,"Torres, Brown and Sanchez",2,1214,1009,ORD63006,2025-03-04,2025-03-02,1332,Outbound
2024-12-29,MAT008,Carbon Fiber,2719,3082,11.96,11,"Wilson, Hall and Young",2,3414,3054,ORD42252,2025-01-04,2025-01-06,725,Inbound
2023-09-10,MAT001,Steel,9537,4183,7.06,6,"Ramirez, Mcclain and Williams",2,1564,1403,ORD34262,2023-09-16,2023-09-14,1550,Outbound
2023-04-02,MAT005,Rubber,5618,4171,10.47,12,"Schneider, Bowman and Gutierrez",4,2793,2415,ORD43176,2023-04-13,2023-04-15,1227,Outbound
2024-05-12,MAT008,Carbon Fiber,5146,577,10.53,18,Ward Inc,4,2052,1473,ORD02368,2024-05-26,2024-05-26,1299,Outbound
2023-06-11,MAT004,Copper,9815,569,11.72,9,Velez and Sons,4,4562,3628,ORD32906,2023-06-16,2023-06-16,1047,Inbound
2022-12-11,MAT004,Copper,6817,2280,5.06,13,"Long, Cohen and Montgomery",2,4330,3084,ORD69619,2022-12-20,2022-12-22,591,Outbound
2023-02-26,MAT0010,Fabric,1296,2684,6.01,16,Ruiz Inc,5,3290,3123,ORD22404,2023-03-10,2023-03-09,1594,Outbound
2024-09-15,MAT002,Plastic,6868,3600,5.18,16,Hardy-Watson,4,1165,934,ORD98099,2024-09-26,2024-09-28,1314,Inbound
2025-01-05,MAT006,Glass,8313,3944,7.6,19,Jones Group,5,4489,3719,ORD16561,2025-01-19,2025-01-20,1675,Inbound
2022-09-25,MAT0010,Fabric,5821,826,6.54,9,Edwards and Sons,3,3012,2836,ORD63860,2022-10-04,2022-10-04,747,Outbound
2023-02-26,MAT001,Steel,6098,4223,11.96,11,Stone Ltd,2,2453,2276,ORD70333,2023-03-12,2023-03-10,1892,Inbound
2023-06-18,MAT008,Carbon Fiber,1025,4137,8.48,9,Weaver Inc,1,4775,3979,ORD01407,2023-06-27,2023-06-27,1649,Inbound
2022-06-05,MAT003,Aluminum,4115,2638,7.43,10,"Black, Kelley and Wiggins",1,3648,2942,ORD24702,2022-06-10,2022-06-12,1327,Outbound
2024-01-07,MAT001,Steel,2050,3666,11.55,16,Smith-Willis,3,3845,3612,ORD93798,2024-01-18,2024-01-19,627,Inbound
2023-07-23,MAT001,Steel,9699,3877,11.07,8,"Wilson, Ramirez and Campbell",1,4740,3775,ORD13837,2023-08-03,2023-08-01,1189,Inbound
2022-10-23,MAT003,Aluminum,6549,675,4.74,8,Cook-Wilson,2,2687,2197,ORD72511,2022-11-03,2022-11-02,928,Inbound
2023-10-08,MAT007,Wood,2265,4735,5.23,15,Gutierrez Group,1,1927,1560,ORD76791,2023-10-22,2023-10-20,861,Outbound
2023-03-26,MAT004,Copper,7953,1398,7.57,6,Matthews Inc,5,4714,3831,ORD75463,2023-03-31,2023-04-02,536,Inbound
2023-11-05,MAT003,Aluminum,4717,4392,8.66,18,Newman Group,1,3919,2814,ORD40569,2023-11-16,2023-11-18,843,Inbound
2022-09-18,MAT001,Steel,6174,4598,6.29,10,Carlson Inc,2,4673,4278,ORD44058,2022-10-01,2022-10-02,881,Inbound
2024-10-06,MAT007,Wood,2690,4072,7.53,15,Smith and Sons,3,1556,1469,ORD74823,2024-10-17,2024-10-15,1901,Outbound
2022-12-18,MAT0010,Fabric,7091,3340,5.88,18,Jordan PLC,2,2358,1655,ORD54894,2022-12-23,2022-12-25,1360,Inbound
2024-01-07,MAT0010,Fabric,7039,1571,7.8,18,Williams-Molina,4,4725,4067,ORD41052,2024-01-17,2024-01-15,510,Outbound
2022-08-21,MAT004,Copper,8340,724,5.48,5,Medina Inc,2,4717,3667,ORD56160,2022-09-03,2022-09-05,1585,Outbound
2024-01-07,MAT007,Wood,5337,3610,10.91,17,Brown and Sons,5,3951,2837,ORD85793,2024-01-20,2024-01-18,816,Inbound
2023-04-09,MAT0010,Fabric,7327,2390,11.21,11,"Barrett, Williams and Taylor",4,4911,3607,ORD02568,2023-04-16,2023-04-16,1002,Outbound
2025-01-05,MAT008,Carbon Fiber,7204,2866,11.36,7,Johnson Group,2,2620,2376,ORD81518,2025-01-18,2025-01-19,630,Outbound
2022-05-29,MAT009,Resin,1128,4067,7.3,16,"Hernandez, Phillips and Hernandez",2,4585,4111,ORD54138,2022-06-08,2022-06-08,1003,Inbound
2023-06-11,MAT006,Glass,6973,935,9.65,17,Guerrero Ltd,4,2147,1604,ORD72729,2023-06-24,2023-06-22,1885,Inbound
2023-08-06,MAT004,Copper,2565,4657,10.18,13,Benson Group,3,3444,2611,ORD71057,2023-08-20,2023-08-19,1197,Outbound
2024-08-04,MAT0010,Fabric,2387,4126,6.39,19,Jones-Miller,1,4625,3931,ORD06028,2024-08-10,2024-08-11,1834,Inbound
2023-10-01,MAT005,Rubber,2125,2843,6.34,17,Marquez-King,4,4792,3716,ORD91140,2023-10-06,2023-10-07,685,Inbound
2023-01-29,MAT004,Copper,4207,1359,9.96,9,Wright Group,4,1926,1472,ORD06513,2023-02-12,2023-02-12,1159,Inbound
2023-01-01,MAT002,Plastic,2143,1705,10.31,14,Gilmore-Dennis,1,4926,4258,ORD98416,2023-01-06,2023-01-05,575,Inbound
2022-07-03,MAT009,Resin,1408,1420,6.51,5,Hurley-Garza,3,1650,1377,ORD96012,2022-07-17,2022-07-17,930,Inbound
2024-06-30,MAT003,Aluminum,6404,1651,6.6,9,"Alvarez, Williams and Jones",1,2238,2019,ORD52894,2024-07-06,2024-07-05,1463,Outbound
2022-08-21,MAT0010,Fabric,4751,3289,10.05,9,James LLC,4,4434,4082,ORD17789,2022-08-28,2022-08-26,1885,Inbound
2022-11-13,MAT005,Rubber,5821,4271,11.98,16,Nguyen-Sullivan,1,1963,1517,ORD50663,2022-11-23,2022-11-24,761,Inbound
2023-12-10,MAT004,Copper,3302,3125,5.41,7,Baxter-Dean,5,3050,2182,ORD84778,2023-12-21,2023-12-22,1844,Outbound
2024-11-24,MAT002,Plastic,8992,4576,6.47,18,"Khan, Owens and Cohen",3,2415,1816,ORD21594,2024-12-07,2024-12-09,1784,Outbound
2024-12-22,MAT003,Aluminum,3942,1703,11.61,13,"Salinas, Villegas and Hardy",1,1648,1549,ORD81373,2025-01-05,2025-01-03,962,Outbound
2023-10-15,MAT004,Copper,2938,4651,4.24,16,Anderson LLC,3,2151,1513,ORD06135,2023-10-21,2023-10-23,1074,Outbound
2023-03-26,MAT006,Glass,3040,4136,8.32,9,Oconnor Group,4,3882,3485,ORD02264,2023-04-06,2023-04-06,1613,Outbound
2025-03-30,MAT006,Glass,5982,4867,8.95,10,Scott Inc,2,1421,1141,ORD47143,2025-04-13,2025-04-11,1721,Inbound
2023-03-26,MAT004,Copper,4165,3637,7.27,11,Brooks PLC,3,3307,2370,ORD09244,2023-04-05,2023-04-03,1125,Inbound
2024-01-28,MAT003,Aluminum,9799,1617,9.16,8,"Hodges, Johnson and Hall",1,2449,2161,ORD69200,2024-02-04,2024-02-02,1135,Inbound
2024-02-18,MAT005,Rubber,8166,2601,4.08,18,Martin-Liu,1,1361,1203,ORD10752,2024-02-29,2024-02-28,1825,Outbound
2022-05-15,MAT009,Resin,7311,3236,7.04,11,Mckenzie-Baker,4,2258,1781,ORD15007,2022-05-27,2022-05-27,1968,Outbound
2025-04-06,MAT001,Steel,8349,1057,9.81,10,Jackson-Anderson,1,2535,1863,ORD56118,2025-04-19,2025-04-19,673,Outbound
