Date,Product_ID,Product_Name,COGM,Product_Profit,Product_Loss,ROI (%),Equipment_ID,Department_Name,Department_Cost,Budget,Actual_Spend,Working_Capital,Cash_Flow_Amount,Risk_Level
2023-12-01,P003,Widget_C,470749,94711,4077,17.39,EQ1179,Quality,370431,413767.16,395229.44,696064,93748,Medium
2025-05-01,P001,Widget_A,262652,93624,513,16.81,EQ2110,Quality,209605,220967.26,218390.99,553943,101599,Medium
2023-08-01,P005,Widget_E,255282,28952,3761,10.44,EQ5186,Assembly,371698,428630.94,382933.26,487516,193983,Medium
2025-04-01,P001,Widget_A,218579,52991,2853,10.69,EQ1261,Quality,213467,246198.93,205143.42,692904,137240,Low
2024-11-01,P005,Widget_E,328565,45556,2577,17.73,EQ7994,Manufacturing,296275,299078.57,325740.37,422749,186829,Low
2022-07-01,P005,Widget_E,249420,88982,1840,18.1,EQ1301,Assembly,291619,293516.31,272645.29,729116,71207,Medium
2022-12-01,P005,Widget_E,250468,63186,1512,10.74,EQ6711,Quality,224852,262072.66,230857.19,565114,193536,Medium
2023-10-01,P002,Widget_B,372299,81977,862,7.63,EQ0913,Logistics,229078,251042.93,238334.79,728749,139538,Medium
2023-05-01,P002,Widget_B,291718,88740,3462,17.51,EQ6114,Manufacturing,269277,280692.56,293835.72,546456,50061,Low
2025-01-01,P001,Widget_A,156329,34684,1040,13.53,EQ9601,Manufacturing,352805,366074.1,341585.86,825931,95427,Medium
2023-11-01,P001,Widget_A,129552,74419,1673,18.28,EQ4256,Logistics,266404,291260.78,257088.03,503043,117013,Medium
2025-03-01,P005,Widget_E,165879,34378,998,11.83,EQ4527,Manufacturing,265956,273937.63,274107.99,441720,138685,Medium
2024-03-01,P004,Widget_D,293507,33502,2337,6.53,EQ2465,Assembly,355071,359750.31,378978.29,939833,179768,Low
2025-01-01,P003,Widget_C,321098,98957,2436,8.0,EQ7610,Quality,269807,286588.09,289577.16,452655,57628,Low
2023-09-01,P001,Widget_A,487107,75619,495,19.58,EQ6195,Manufacturing,363433,399939.84,337290.22,636330,189801,Medium
2025-03-01,P001,Widget_A,401743,79678,461,7.85,EQ3502,Quality,370305,417944.39,405866.02,977449,172278,Low
2024-07-01,P003,Widget_C,420817,90851,1625,7.58,EQ0579,Logistics,299718,318430.53,272375.66,820450,159217,Medium
2023-09-01,P003,Widget_C,113872,54786,2766,17.89,EQ7844,Quality,271158,285647.3,261182.34,990352,193838,Medium
2023-12-01,P001,Widget_A,408655,35486,3863,13.73,EQ4689,Assembly,380527,401816.74,343901.88,887209,100562,Low
2023-07-01,P004,Widget_D,460261,78124,170,13.7,EQ5846,Logistics,279181,313849.89,292458.47,677268,137901,Medium
2024-02-01,P001,Widget_A,132977,72538,4174,9.62,EQ0911,Manufacturing,327177,368315.65,307890.06,942006,82200,High
2022-10-01,P001,Widget_A,280125,50854,4490,14.58,EQ7212,Logistics,258316,295516.64,277673.91,551890,102971,Medium
2022-10-01,P002,Widget_B,426393,31073,4875,8.37,EQ4495,Quality,253104,298042.54,259146.18,941434,142164,Low
2024-07-01,P005,Widget_E,180340,62030,4204,14.28,EQ0905,Quality,357853,378848.93,323605.66,982393,99355,Low
2025-01-01,P002,Widget_B,358513,22163,1686,9.49,EQ2663,Logistics,313332,349703.88,333680.2,442999,144922,Low
2023-06-01,P001,Widget_A,382229,75534,4708,5.03,EQ8407,Quality,257021,292049.96,275749.92,839727,140947,Medium
2022-09-01,P003,Widget_C,301453,80445,2016,12.95,EQ5671,Manufacturing,301482,314967.89,316778.5,852430,161838,Medium
2025-04-01,P005,Widget_E,155408,71392,2414,7.45,EQ9548,Manufacturing,303146,351830.51,290482.01,834717,194750,Low
2024-07-01,P003,Widget_C,345115,60153,4101,14.87,EQ0063,Assembly,203243,213256.79,185132.37,961920,169931,Low
2022-10-01,P001,Widget_A,473772,26744,3054,13.3,EQ3299,Manufacturing,236854,264248.46,226978.85,463552,144920,Low
2023-04-01,P004,Widget_D,167503,53338,631,17.38,EQ9434,Assembly,360610,412247.31,388308.68,432035,83056,High
2025-03-01,P001,Widget_A,159227,37497,2718,8.32,EQ4320,Logistics,214889,252371.56,197730.17,658957,108117,High
2023-10-01,P005,Widget_E,296119,55431,1830,12.98,EQ6654,Quality,396838,423430.38,426862.29,929601,185373,Medium
2023-07-01,P002,Widget_B,342858,55792,1248,10.81,EQ5645,Assembly,388292,394264.42,410878.58,606225,156939,Low
2023-02-01,P005,Widget_E,244412,93927,3585,6.16,EQ5705,Assembly,395494,453518.92,385794.25,664586,140489,Medium
2022-10-01,P005,Widget_E,312109,25510,279,19.05,EQ9944,Manufacturing,359118,383815.69,371794.55,848213,179322,Medium
2022-11-01,P005,Widget_E,236449,22111,794,19.08,EQ4651,Quality,367719,403413.92,338154.27,652788,117103,High
2024-04-01,P001,Widget_A,392120,92316,335,12.11,EQ7224,Quality,290980,304269.55,268578.34,731401,104298,Medium
2023-09-01,P004,Widget_D,161843,33175,4937,14.26,EQ0303,Quality,367515,409648.55,367212.6,544796,83964,Low
2023-01-01,P003,Widget_C,187473,33752,472,16.02,EQ3725,Assembly,343781,395380.78,315861.64,733774,59049,Low
2022-12-01,P004,Widget_D,289995,86985,753,12.21,EQ7404,Assembly,322876,338373.77,322340.09,531718,93653,Medium
2025-03-01,P001,Widget_A,208355,84975,940,18.12,EQ4733,Manufacturing,290098,332312.25,283206.01,601412,129602,Low
2023-05-01,P002,Widget_B,178957,32587,4551,18.2,EQ7233,Logistics,283761,304738.14,308900.01,885948,104197,Low
2023-06-01,P004,Widget_D,447715,27136,3191,5.33,EQ2885,Manufacturing,302984,358844.68,327504.62,502758,189183,Medium
2025-02-01,P005,Widget_E,191187,90861,1157,6.43,EQ4830,Assembly,315609,360442.62,295063.86,981026,168693,Low
2023-02-01,P001,Widget_A,475966,90891,3782,11.46,EQ7148,Quality,320134,372622.08,328073.98,862097,80708,Medium
2022-11-01,P003,Widget_C,239567,25697,3252,10.89,EQ4054,Manufacturing,285725,292615.51,273365.35,615650,110104,High
2023-08-01,P003,Widget_C,164025,64538,667,6.87,EQ3103,Logistics,379135,384445.12,387092.08,671896,112985,Low
2025-01-01,P005,Widget_E,175856,20755,2731,10.36,EQ1013,Assembly,251623,298994.95,231677.22,597094,95603,Medium
2024-03-01,P004,Widget_D,250778,97433,188,14.32,EQ2238,Assembly,393675,426668.97,397666.64,761480,122292,Low
2025-05-01,P005,Widget_E,363707,97797,1877,11.28,EQ5077,Quality,315059,367676.64,292870.26,789239,91171,High
2022-08-01,P005,Widget_E,243180,33594,2582,5.73,EQ2266,Manufacturing,362445,395847.32,332601.08,759388,196328,Medium
2022-09-01,P004,Widget_D,233797,37938,2635,14.35,EQ2585,Assembly,393037,468960.49,360225.35,962649,129090,Medium
2022-06-01,P005,Widget_E,352456,73018,4068,11.22,EQ3437,Logistics,267729,303749.56,259334.95,631933,137044,Low
2022-11-01,P003,Widget_C,396032,77947,366,7.72,EQ5387,Assembly,365721,380434.56,389592.21,679364,183070,High
2024-05-01,P003,Widget_C,376580,50384,1386,15.27,EQ4164,Logistics,309395,360427.68,338090.9,967409,125565,High
2024-06-01,P002,Widget_B,187841,98636,4605,18.16,EQ6448,Assembly,212425,233380.89,206960.03,898599,146247,High
2023-04-01,P003,Widget_C,243935,85176,3130,14.91,EQ2903,Quality,390550,437075.65,408515.72,940322,178342,Medium
2024-04-01,P004,Widget_D,340502,96038,953,15.94,EQ4728,Logistics,383999,433181.94,360907.14,763870,169603,Low
2022-06-01,P002,Widget_B,195718,59042,1170,5.8,EQ5918,Logistics,374601,422392.63,368298.98,550679,120089,Low
2022-12-01,P002,Widget_B,237213,76678,742,5.35,EQ9773,Assembly,268371,293748.99,285851.45,672826,183624,Low
2022-12-01,P004,Widget_D,476400,61708,2742,16.02,EQ0336,Manufacturing,295070,345613.8,299257.62,535227,53563,Low
2024-09-01,P003,Widget_C,285809,86400,1706,9.94,EQ9438,Quality,307070,347933.99,297633.42,872146,104740,Medium
2025-04-01,P002,Widget_B,492753,58833,2020,12.6,EQ7874,Manufacturing,213324,244718.94,206460.22,478866,114123,Low
2022-11-01,P005,Widget_E,472256,32493,2630,13.23,EQ1519,Quality,366705,396365.98,382547.5,471651,125461,Low
2023-03-01,P003,Widget_C,183472,89429,3533,5.97,EQ6026,Quality,322201,339068.82,344202.33,755787,177635,Low
2024-12-01,P002,Widget_B,408365,95077,4408,5.56,EQ5246,Logistics,300148,346013.54,290956.86,534786,147322,Medium
2023-03-01,P005,Widget_E,326439,59465,2936,13.26,EQ9762,Quality,221346,253979.55,215968.26,784984,56790,Low
2022-10-01,P005,Widget_E,474043,96185,4016,18.91,EQ4481,Logistics,255409,273822.68,270498.8,483471,164758,Low
2022-05-01,P002,Widget_B,465390,60307,1098,14.15,EQ5763,Logistics,241191,244584.44,257923.04,564402,61092,Medium
2024-08-01,P003,Widget_C,490966,55154,4674,6.48,EQ6510,Logistics,252634,272917.13,227807.88,585240,184164,Low
2023-05-01,P001,Widget_A,204498,89036,4859,8.29,EQ3843,Logistics,208148,233514.91,189760.59,917576,173131,Medium
2024-06-01,P002,Widget_B,188035,53765,892,7.05,EQ2605,Logistics,361218,364473.36,355048.19,453476,109772,Low
2023-03-01,P001,Widget_A,249207,77867,3219,17.54,EQ6922,Assembly,279986,317168.31,252731.67,860505,151650,Low
2022-07-01,P004,Widget_D,363318,92803,703,10.1,EQ5404,Manufacturing,350023,404483.96,346990.02,675704,166206,Low
2024-08-01,P005,Widget_E,207667,63569,1951,15.83,EQ9125,Logistics,353880,396585.14,342448.19,937629,59636,Low
2024-08-01,P005,Widget_E,210446,71607,1186,15.16,EQ6011,Quality,398840,460363.29,389311.86,801086,94762,Low
2022-07-01,P005,Widget_E,255023,94475,3746,10.33,EQ3375,Logistics,378957,391090.09,380787.2,513001,78074,Low
2024-01-01,P004,Widget_D,140765,41922,4638,19.28,EQ3423,Logistics,314771,318917.95,322295.65,565423,61293,Low
2024-10-01,P002,Widget_B,142246,63075,4953,6.96,EQ2409,Assembly,380224,399763.65,345247.67,715708,77376,Medium
2024-01-01,P001,Widget_A,284336,76371,1904,6.54,EQ6209,Manufacturing,285591,308149.4,278046.68,778473,153531,Medium
2025-03-01,P002,Widget_B,255451,64476,1966,13.74,EQ0506,Assembly,382619,452096.15,344719.28,556192,87148,Low
2023-06-01,P002,Widget_B,146899,56948,407,9.43,EQ1822,Manufacturing,363416,428193.36,359951.66,513246,73908,Low
2023-07-01,P001,Widget_A,499994,33737,998,18.8,EQ8420,Assembly,391731,449579.31,354952.35,723394,185225,Low
2024-07-01,P004,Widget_D,475323,88853,828,12.83,EQ6055,Logistics,370346,426203.75,402676.54,632638,157411,Low
2025-04-01,P002,Widget_B,208699,66127,1331,16.51,EQ0739,Manufacturing,269607,275831.66,291007.05,507617,62240,Low
2022-09-01,P005,Widget_E,143205,60631,3113,8.06,EQ4233,Manufacturing,338973,404034.84,366027.65,833695,61372,Low
2024-07-01,P002,Widget_B,381942,31799,7,18.76,EQ0555,Manufacturing,280638,292173.67,258740.98,783967,145276,Medium
2022-07-01,P001,Widget_A,369335,84696,325,15.58,EQ4778,Quality,269275,272274.63,277183.85,690063,58492,Medium
2024-11-01,P005,Widget_E,170235,69372,3285,13.19,EQ0415,Manufacturing,371883,380484.17,392100.97,432572,139352,Low
2023-09-01,P002,Widget_B,328350,30771,3926,11.29,EQ8779,Assembly,366299,374177.14,375980.87,552572,91640,Low
2022-12-01,P002,Widget_B,213809,79381,3362,17.78,EQ2920,Quality,215857,234839.75,235724.77,907662,186448,Low
2025-05-01,P002,Widget_B,195883,27094,4092,13.97,EQ4583,Manufacturing,369200,407495.63,336671.94,917045,135665,Medium
2024-01-01,P001,Widget_A,100210,23342,2556,9.25,EQ3669,Quality,345045,387482.5,319388.62,471851,195498,Low
2022-10-01,P003,Widget_C,182354,63206,1488,6.24,EQ9007,Assembly,290317,294248.02,313557.88,935737,50313,Low
2022-06-01,P001,Widget_A,332648,41403,4966,10.63,EQ4541,Quality,352276,376609.66,367892.81,967733,175470,Low
2022-11-01,P004,Widget_D,132507,58891,1393,13.17,EQ8683,Logistics,203117,224071.84,183828.7,705071,147527,Low
2024-11-01,P004,Widget_D,415260,46638,3926,8.01,EQ3568,Logistics,249663,267612.2,249768.52,908097,161881,Medium
2022-08-01,P003,Widget_C,454387,36200,4569,13.84,EQ2783,Assembly,312480,344815.44,296881.45,442811,125330,Medium
2022-11-01,P001,Widget_A,422482,73062,263,12.99,EQ8828,Quality,257410,303745.68,252697.42,852677,107296,Medium
2023-02-01,P005,Widget_E,310418,64469,1912,12.91,EQ5636,Manufacturing,376908,437703.55,403459.46,909840,136196,Low
2024-09-01,P002,Widget_B,118229,39944,2328,13.1,EQ6207,Logistics,237212,245803.01,226179.8,444478,100509,Low
2023-04-01,P004,Widget_D,244570,86345,4380,13.21,EQ3519,Quality,361738,383137.72,397421.63,528788,158352,Medium
2022-06-01,P002,Widget_B,214799,32622,4748,10.1,EQ2953,Logistics,345511,385588.56,317289.39,514267,152428,Low
2022-12-01,P005,Widget_E,211973,31246,3422,15.26,EQ3898,Assembly,209285,210730.43,201248.57,464024,132897,Low
2022-10-01,P001,Widget_A,325721,67746,991,18.09,EQ0963,Assembly,244011,277564.49,239551.65,508029,103972,Medium
2023-12-01,P002,Widget_B,425602,92556,4224,16.16,EQ6887,Quality,238216,265949.06,216847.84,531929,77740,Medium
2025-05-01,P003,Widget_C,468488,87753,2847,12.12,EQ8303,Logistics,215375,228517.78,199992.35,835409,178821,High
2024-11-01,P001,Widget_A,468347,56063,556,15.48,EQ5147,Manufacturing,257994,294818.27,281641.19,707772,58338,Low
2023-04-01,P001,Widget_A,151254,79948,3462,5.16,EQ5788,Logistics,228954,236149.59,234949.81,506914,57452,Medium
2023-06-01,P001,Widget_A,389787,54912,3914,8.21,EQ8394,Assembly,382160,447600.96,376613.09,634089,187238,Low
2025-02-01,P004,Widget_D,145636,32913,1032,15.42,EQ3726,Manufacturing,268545,284003.78,251996.31,808313,162082,Medium
2025-04-01,P003,Widget_C,231170,75864,212,14.02,EQ9801,Manufacturing,333182,384318.13,314541.56,559243,69518,Low
2023-01-01,P003,Widget_C,365247,69336,2989,13.88,EQ8162,Logistics,381441,428389.45,380389.13,899998,130062,Medium
2024-03-01,P005,Widget_E,139466,51053,2320,7.5,EQ6352,Assembly,212167,254292.79,201176.62,715843,176244,Low
2022-05-01,P004,Widget_D,222690,85443,1155,8.72,EQ5488,Manufacturing,381820,425661.58,375077.08,571613,141698,Low
2025-05-01,P001,Widget_A,481836,87635,1056,8.55,EQ5654,Quality,287360,295733.49,262870.18,718230,91437,Low
2025-03-01,P003,Widget_C,411120,24336,1905,8.14,EQ6191,Quality,251617,274174.01,250862.17,524997,87953,Low
2025-01-01,P001,Widget_A,437679,76861,2909,12.21,EQ3759,Assembly,351671,394290.93,386268.82,575200,109572,Low
2024-08-01,P002,Widget_B,483791,56075,3716,12.92,EQ0842,Assembly,225749,258864.75,226319.77,850515,176663,Medium
2022-05-01,P002,Widget_B,442536,53642,1115,18.0,EQ8926,Logistics,318096,344253.13,302911.92,949790,171211,Low
2022-10-01,P001,Widget_A,200197,48129,424,15.28,EQ1958,Quality,273674,306536.78,279351.93,476926,127023,Medium
2022-11-01,P001,Widget_A,124345,58381,4622,5.33,EQ7139,Quality,269597,318334.67,285124.91,707811,187483,Low
2023-09-01,P002,Widget_B,248283,75996,3414,16.72,EQ4207,Assembly,348008,364627.2,371911.59,951730,182969,Low
2024-08-01,P001,Widget_A,110615,89106,4342,9.21,EQ0620,Quality,382445,431039.1,397077.18,891673,179616,Medium
2022-09-01,P005,Widget_E,340640,42968,4080,15.15,EQ1070,Quality,349759,369796.8,317362.88,867724,58596,Low
2025-05-01,P003,Widget_C,297512,75807,811,13.76,EQ3721,Assembly,340027,375607.01,307510.26,428553,83167,Low
2022-11-01,P005,Widget_E,452185,38618,159,15.39,EQ7743,Quality,212824,248666.96,210459.75,745725,127318,Low
2025-04-01,P001,Widget_A,187185,33087,893,5.25,EQ8361,Assembly,366956,402287.95,353912.65,502122,113373,Low
2024-06-01,P001,Widget_A,204730,67772,3935,11.23,EQ4364,Manufacturing,209152,220099.59,219356.35,942468,68424,Low
2023-03-01,P003,Widget_C,392224,65822,3507,7.23,EQ3983,Assembly,241218,253865.2,225557.77,591472,56645,Low
2022-11-01,P002,Widget_B,387406,69809,3992,10.64,EQ8565,Assembly,298022,356122.21,315563.74,494846,189106,Low
2022-07-01,P003,Widget_C,368406,33999,4444,18.43,EQ0017,Manufacturing,224447,241412.25,244252.28,894409,194439,Medium
2022-11-01,P002,Widget_B,384249,84435,3665,6.14,EQ3429,Assembly,332833,370334.18,310707.02,728328,139805,Medium
2024-08-01,P004,Widget_D,160109,71531,3160,5.13,EQ2956,Quality,330235,348736.69,304467.01,582786,134074,Low
2022-06-01,P004,Widget_D,279627,71477,2751,19.51,EQ3878,Assembly,240784,278186.31,226595.33,434217,115688,Medium
2023-04-01,P005,Widget_E,272746,92094,1231,12.82,EQ2621,Logistics,311079,311095.67,334350.5,901013,119343,Low
2024-08-01,P004,Widget_D,221541,43283,4901,8.98,EQ1531,Manufacturing,381085,436655.4,395501.36,414619,115219,Low
2024-02-01,P002,Widget_B,299517,21234,2411,14.36,EQ9577,Logistics,200370,223131.92,181812.83,607660,113100,Low
2023-06-01,P001,Widget_A,210969,24275,20,11.17,EQ5802,Logistics,385797,416007.62,417538.79,841601,108404,Medium
2024-11-01,P004,Widget_D,361920,59331,4287,10.64,EQ2678,Assembly,348014,404523.15,349566.66,753764,118804,Low
2024-10-01,P003,Widget_C,182011,48940,3880,6.35,EQ8599,Quality,347413,351054.23,333678.44,611479,69139,Low
2024-01-01,P003,Widget_C,131579,86530,85,5.59,EQ5555,Logistics,299964,301599.07,328605.52,800061,159732,High
2023-05-01,P002,Widget_B,133781,72819,901,5.08,EQ5764,Assembly,274766,316647.55,263098.36,671744,54329,Low
2024-04-01,P001,Widget_A,194027,88091,423,17.48,EQ0781,Quality,209207,244367.3,190837.07,892705,150791,High
2024-01-01,P003,Widget_C,427770,65018,395,9.49,EQ6225,Manufacturing,214348,224577.24,222661.07,957159,146986,Low
2023-09-01,P003,Widget_C,479786,82037,1299,15.34,EQ6990,Assembly,391501,394846.2,421267.39,620471,175829,Medium
2023-11-01,P004,Widget_D,483023,99524,1298,12.29,EQ3452,Manufacturing,261771,290984.9,258844.28,637018,138916,Low
2023-05-01,P003,Widget_C,382760,39610,2046,8.91,EQ2916,Quality,346947,410562.56,321287.12,717542,197304,Low
2024-10-01,P003,Widget_C,498510,48728,3071,19.8,EQ0140,Logistics,220166,245548.99,201241.07,629259,193238,Low
2022-09-01,P003,Widget_C,311748,66990,1691,19.31,EQ8038,Logistics,285671,308670.63,268247.46,789364,75236,Medium
2023-09-01,P002,Widget_B,126685,72987,2394,8.48,EQ4031,Assembly,376315,383844.17,386803.97,892699,155261,High
2022-08-01,P001,Widget_A,331866,61368,1352,9.21,EQ9670,Assembly,332337,386249.39,341885.3,597204,161920,Medium
2024-02-01,P003,Widget_C,368507,60629,1856,13.94,EQ4406,Quality,390174,431338.22,361238.02,908895,121229,Low
2023-08-01,P003,Widget_C,453740,96789,168,9.31,EQ6956,Manufacturing,389849,421473.47,413569.85,955158,182677,Low
2024-11-01,P003,Widget_C,382654,56675,1043,9.19,EQ5079,Quality,388254,389633.24,376365.18,471325,186104,Low
2023-01-01,P005,Widget_E,378627,97411,4249,13.56,EQ9460,Assembly,307844,330647.6,282479.02,687586,92775,Low
2023-08-01,P004,Widget_D,206016,29838,3571,7.17,EQ7599,Assembly,297578,318704.32,318154.16,882397,124521,Low
2024-02-01,P002,Widget_B,194798,55955,3327,16.79,EQ0736,Assembly,274163,288402.01,259173.54,817747,111805,Medium
2024-12-01,P001,Widget_A,289132,87638,681,14.99,EQ6819,Manufacturing,373989,388339.55,383029.71,491399,69723,Medium
2022-05-01,P003,Widget_C,415109,22289,1443,14.99,EQ8913,Quality,240492,253434.09,228178.93,466571,173639,Low
2023-02-01,P001,Widget_A,387155,96088,4049,10.74,EQ2594,Assembly,207188,245167.0,201934.81,980102,162960,Low
2024-10-01,P003,Widget_C,431481,71578,467,8.72,EQ4700,Quality,298037,299987.45,289942.03,937549,152927,Low
2024-03-01,P002,Widget_B,172712,26962,4074,7.5,EQ1440,Quality,321155,374226.26,297194.07,720176,91941,Low
2022-12-01,P002,Widget_B,418261,30053,4651,9.08,EQ5112,Quality,237574,254881.0,258421.29,769328,90159,High
2022-05-01,P005,Widget_E,455237,62207,2705,6.49,EQ8554,Logistics,304285,313375.55,313663.36,717427,91130,Low
2023-06-01,P001,Widget_A,415582,83681,3639,16.41,EQ1254,Manufacturing,397151,460990.17,378015.11,843351,88671,Low
2025-05-01,P002,Widget_B,153654,38943,3586,6.46,EQ4457,Assembly,263086,306071.57,269347.23,750808,132850,Medium
2022-08-01,P004,Widget_D,441999,95238,35,14.8,EQ1002,Logistics,278945,325785.75,257928.37,557879,113879,Low
2024-06-01,P002,Widget_B,281478,72910,2986,9.78,EQ3672,Quality,332769,382033.16,359587.45,903798,124653,Low
2024-08-01,P002,Widget_B,483537,27836,1080,7.21,EQ0549,Assembly,271513,293740.07,249045.26,843383,143119,High
2023-11-01,P004,Widget_D,432237,58905,4916,5.18,EQ4688,Logistics,362754,396066.79,348872.85,453527,160770,Low
2025-03-01,P003,Widget_C,455207,48936,1000,8.72,EQ3450,Logistics,281303,318383.55,270790.26,570959,166036,Medium
2024-09-01,P005,Widget_E,199401,40851,4849,12.33,EQ1105,Assembly,348886,411845.3,337628.64,470587,94618,Low
2023-04-01,P004,Widget_D,183611,38518,426,17.22,EQ8731,Assembly,374115,437341.99,367598.17,798466,180068,Low
2022-12-01,P002,Widget_B,422841,88810,3364,8.22,EQ5733,Manufacturing,325080,347948.75,311846.74,874758,71399,Medium
2022-05-01,P005,Widget_E,461903,96897,3137,15.39,EQ2955,Quality,292546,317332.32,302727.9,702669,159892,Medium
2024-03-01,P004,Widget_D,143586,63611,2141,6.4,EQ2487,Manufacturing,340333,401714.07,348338.08,492842,196119,Low
2023-07-01,P005,Widget_E,269743,67416,1395,18.95,EQ9556,Manufacturing,205493,230049.82,198973.66,672591,114202,Medium
2024-12-01,P003,Widget_C,358757,28754,4281,17.04,EQ5952,Assembly,331474,354766.0,305355.22,946378,143438,Low
2024-11-01,P001,Widget_A,134126,85471,1838,16.5,EQ1712,Manufacturing,380556,398052.86,360854.06,682855,102141,Low
2023-09-01,P002,Widget_B,211486,39202,4953,11.92,EQ6119,Quality,291270,302193.9,311589.01,605043,122872,Medium
2024-01-01,P001,Widget_A,394617,41569,4401,11.79,EQ4092,Logistics,336615,376763.84,341474.27,735899,193929,Medium
2022-08-01,P005,Widget_E,295025,25067,110,18.9,EQ7033,Manufacturing,376189,450857.27,349142.1,987517,69395,Low
2023-08-01,P003,Widget_C,222523,67037,4368,7.28,EQ1788,Manufacturing,227084,241143.96,232980.32,908001,138608,Medium
2024-04-01,P003,Widget_C,251455,58656,2658,17.93,EQ7810,Logistics,257913,294449.14,260198.04,889507,50299,Low
2025-04-01,P001,Widget_A,128435,96155,1462,19.72,EQ3226,Quality,315972,370603.63,321066.32,758398,152604,Medium
2024-04-01,P001,Widget_A,197756,41958,771,17.9,EQ5311,Assembly,338685,370314.86,334178.94,491150,57102,Medium
2024-07-01,P005,Widget_E,303903,96452,4632,10.28,EQ9192,Logistics,320001,378914.98,337515.73,817459,101634,Medium
2022-10-01,P005,Widget_E,191152,50832,4992,10.57,EQ3913,Assembly,287042,327496.84,297514.33,603851,83075,Low
2025-04-01,P004,Widget_D,340166,24204,3376,5.12,EQ3269,Assembly,263792,273135.05,258329.09,790001,176645,Low
2023-04-01,P002,Widget_B,234436,50386,190,15.71,EQ4772,Logistics,332703,393415.82,344713.12,770632,158237,Medium
2024-07-01,P005,Widget_E,273222,58862,1446,13.29,EQ6141,Logistics,220210,242280.6,233295.89,617428,187829,Low
2022-10-01,P002,Widget_B,420745,87882,540,12.73,EQ8158,Manufacturing,264826,276140.85,281008.28,820610,63620,Low
2025-02-01,P001,Widget_A,158562,30890,1163,11.8,EQ3734,Assembly,361755,401385.67,375609.11,876987,194591,High
2024-04-01,P003,Widget_C,129491,29839,4436,13.47,EQ0782,Logistics,218974,258612.72,212346.66,592646,164606,Low
2024-04-01,P004,Widget_D,374202,64692,4806,16.26,EQ2835,Assembly,373796,444544.37,359174.27,543256,169303,Low
2025-03-01,P002,Widget_B,231795,31516,1295,18.95,EQ9264,Quality,201146,226720.61,218685.8,677607,87111,Low
2024-12-01,P003,Widget_C,399771,97106,2757,17.21,EQ1866,Quality,397588,444011.05,383532.97,751658,90828,Medium
2023-10-01,P002,Widget_B,495360,85978,4223,12.56,EQ0451,Assembly,340864,363231.11,316244.72,892636,153688,Medium
2024-10-01,P002,Widget_B,447551,83865,1756,11.22,EQ6527,Quality,328360,359841.51,346905.08,643126,195853,Medium
2022-06-01,P001,Widget_A,486506,22702,3797,10.7,EQ3294,Assembly,251459,281966.82,264621.38,843924,64795,Low
2023-08-01,P002,Widget_B,355392,93417,3136,16.88,EQ8373,Assembly,249580,250416.32,246259.68,789837,122464,Low
2023-05-01,P003,Widget_C,398341,43813,2973,17.81,EQ5320,Logistics,281059,291921.74,274989.51,763421,112281,Low
2023-07-01,P005,Widget_E,415875,44588,4942,5.74,EQ9961,Assembly,295416,304687.19,316039.96,788505,100262,Medium
2024-04-01,P004,Widget_D,182654,32175,829,13.55,EQ9927,Logistics,341344,348230.71,318883.51,893751,90744,Low
2023-10-01,P001,Widget_A,416842,79229,2112,7.34,EQ5644,Logistics,314945,364838.56,330698.52,993881,163800,Medium
2022-06-01,P002,Widget_B,347890,77108,633,8.48,EQ7786,Assembly,317996,357321.63,332859.0,597409,55670,Medium
2022-06-01,P003,Widget_C,281529,40078,985,7.49,EQ8758,Logistics,213710,230477.07,195611.92,923664,173721,High
2023-08-01,P001,Widget_A,407357,21498,4149,5.53,EQ4934,Assembly,335492,397966.3,346000.17,523665,99222,Low
2024-06-01,P005,Widget_E,474590,49252,4545,6.03,EQ9005,Assembly,393540,403929.94,404992.57,484911,159966,Low
2023-11-01,P005,Widget_E,349171,81399,1192,5.24,EQ7631,Manufacturing,333715,357606.18,363444.53,590929,87370,Low
2022-08-01,P001,Widget_A,412493,60445,4387,15.15,EQ0642,Assembly,225884,236015.6,244866.88,415332,162045,Low
2024-02-01,P002,Widget_B,123302,75513,4817,17.26,EQ4726,Quality,299955,345040.26,318967.75,692359,120149,High
2022-05-01,P001,Widget_A,306622,62963,4302,17.9,EQ5652,Manufacturing,213363,245524.41,224798.96,560137,55145,Low
2025-01-01,P003,Widget_C,205608,83442,1385,17.65,EQ9646,Manufacturing,288141,339088.76,259379.81,447353,199001,Medium
2022-07-01,P001,Widget_A,118323,98482,689,8.77,EQ6051,Assembly,359375,430495.04,367837.52,713648,106207,Low
2022-09-01,P002,Widget_B,362537,87530,3720,9.01,EQ2611,Assembly,325829,376368.38,316458.86,808556,105283,Medium
2025-02-01,P001,Widget_A,356076,24806,2099,9.99,EQ6781,Quality,378919,451989.64,370508.2,557370,50688,Medium
2023-07-01,P004,Widget_D,364650,34032,45,11.95,EQ3481,Quality,238968,267509.4,232510.79,700560,69904,Low
2023-03-01,P005,Widget_E,251352,66874,1980,18.38,EQ7474,Manufacturing,249766,278930.95,246469.79,709532,88173,Low
2024-12-01,P001,Widget_A,257361,71077,4206,16.2,EQ7911,Assembly,304682,310887.19,314172.45,617810,163970,Low
2023-03-01,P005,Widget_E,182120,60422,4416,16.56,EQ0703,Manufacturing,249488,276539.37,245504.65,624967,100931,Medium
